baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
FBgn0000140	5860.56085839521	-0.116488582263635	0.118168673122615	-0.985782265175839	0.324239970329351	0.674117814142379	asp
FBgn0000146	1963.12304043471	-0.125958659006747	0.074126138760857	-1.69924754091279	0.0892725522333078	0.388065539649379	aub
FBgn0000147	1217.67764263533	-0.12208125245153	0.127661258740912	-0.956290527412806	0.338925474326359	0.683203221390596	aurA
FBgn0000150	8044.75380362839	-0.377853629042161	0.220028223063542	-1.71729618946675	0.085925067930406	0.382748723258349	awd
FBgn0000152	621.1741469504	0.00569633146152365	0.0828052253423814	0.0687919323686467	0.945155239913036	0.982193883841254	Axs
FBgn0000153	330.635368236243	0.0513170388725678	0.149603954142019	0.343019268219694	0.73158396465993	0.89751870079283	b
FBgn0000157	54.672263679809	0.154849548869201	0.183936166780353	0.841865694929447	0.3998631343398	0.725902236206024	Dll
FBgn0000158	1293.14210264653	-0.237405867547366	0.146134207234572	-1.62457423241286	0.10425331130136	0.414715544283968	bam
FBgn0000163	1983.63890509165	0.157860848861584	0.0748385495376736	2.10935206303159	0.0349142039833648	0.257776905435953	baz
FBgn0000166	1878.8376422831	-0.111126397295696	0.101652049747917	-1.0932037039221	0.274304371161244	0.627107610239607	bcd
FBgn0000173	3326.73441343887	-0.0821014046313148	0.0599299067648223	-1.36995715600724	0.170700276191139	0.518635753677236	ben
FBgn0000179	25.956435993936	0.302800027305115	0.321381886752566	0.942181372960333	0.346099788852586	0.687669653056654	bi
FBgn0000180	39.626979353005	-0.140876212950827	0.220385501405719	-0.639226319572997	0.522675712507424	0.800053710290578	bib
FBgn0000181	11619.575987775	-0.146553166584217	0.124013725284833	-1.18174957044162	0.237305082988431	0.590974764378045	bic
FBgn0000182	1.55647658516941	1.53638508604642	1.21913286782308	1.26022776236838	0.207587210505205	NA	BicC
FBgn0000183	4807.81451384442	-0.129755684910129	0.0635756476286509	-2.04096520837727	0.0412542854072531	0.27896977591374	BicD
FBgn0000206	120.622985949498	0.0367778627661213	0.183409007174308	0.200523754709432	0.841070981688742	0.945730347632189	boss
FBgn0000212	4226.84482085839	-0.0272105819465837	0.0977604340358004	-0.278339414252386	0.780751822818728	0.920835769320704	brm
FBgn0000221	198.068224848011	-0.200346417563733	0.15885082965183	-1.26122361465064	0.20722829285467	0.560747442137317	brn
FBgn0000228	2528.40025626884	0.102230425455342	0.0635913837374067	1.6076144195492	0.107919652164364	0.420261764590964	Bsg25D
FBgn0000229	676.700974398365	0.0749884645325052	0.0870429584338776	0.861510981264157	0.388956675729509	0.718049285987598	bsk
FBgn0000233	8.99645548599651	-0.0672826247060829	0.44285939563653	-0.151927734556419	0.879243933196413	0.960420548192008	btd
FBgn0000239	5066.57024363889	0.0202336933655581	0.0898226316765836	0.225262753805876	0.821774873197145	0.937827944039591	bur
FBgn0000241	85.4426499002023	0.764269840663581	0.30500853742127	2.50573261694637	0.0122197988975108	0.145070945885833	bw
FBgn0000244	1150.93386913451	0.18694560978309	0.10472448858266	1.78511838361026	0.0742421166797736	0.359551745626211	by
FBgn0000246	1717.83906440443	-0.022116485289964	0.113194122330306	-0.195385456723865	0.845091201058896	0.948192514645426	c(3)G
FBgn0000247	2290.99994098833	0.0168196054354844	0.0688995606526957	0.244117745833932	0.807139629061945	0.932816243848171	ca
FBgn0000250	6702.71036005513	0.0794336582770879	0.0820250446382746	0.968407376398093	0.332840956979003	0.679055831284599	cact
FBgn0000251	2335.89395533647	-0.210508779463062	0.133267662807273	-1.57959384166204	0.114199910483054	0.433180404418317	cad
FBgn0000253	15760.1135626072	-0.018829002644683	0.0569626731520942	-0.330549842603213	0.740984538014756	0.901658666006773	Cam
FBgn0000256	1163.38691990194	-0.0131663603749393	0.0667366988839836	-0.19728815771706	0.843602046001633	0.947417711851654	capu
FBgn0000257	730.821570676019	-0.142253102871788	0.10356480598542	-1.37356606347348	0.169576438594025	0.516982391808694	car
FBgn0000259	3764.33046739886	-0.0141674056746895	0.0718890584179735	-0.197073184521601	0.843770267555741	0.947417711851654	CkIIbeta
FBgn0000261	7197.92057464014	0.221662617818243	0.108012085509727	2.05220199917611	0.0401500352807545	0.274090390756989	Cat
FBgn0000273	3711.29734245633	-0.0291789777320472	0.0567957158413477	-0.513753146690769	0.607424589211949	0.841152724384661	Pka-C1
FBgn0000274	19.2613109013277	-0.265385214380408	0.300588476337336	-0.882885523803577	0.377298125810266	0.709918110748211	Pka-C2
FBgn0000276	282.233865638268	3.42587337607138	1.09668304306188	3.12385004741801	0.00178501400791263	0.0400181350952875	CecA1
FBgn0000277	198.513401684621	2.87114220987503	1.06956674739434	2.6843974131298	0.00726606785121118	0.103173982638797	CecA1
FBgn0000278	26.8891140880397	5.44213805151265	1.51769146464992	3.58579999839951	0.000336046438985612	0.0128263746550458	CecB
FBgn0000279	58.1502351605371	2.54165825540711	0.852827641736472	2.98027189905801	0.0028799263239357	0.0556149197399978	CecC
FBgn0000280	0.0688751096728795	0.257362870830094	3.95087700848185	0.0651406941490662	0.948061979973568	NA	NA
FBgn0000281	0.468616543601862	-2.21002664296693	2.13287386055034	-1.03617315765531	0.300121367038508	NA	NA
FBgn0000283	6793.31083692052	0.0230975411501738	0.0980562436916676	0.235554007379711	0.813778765985576	0.934811487194476	Cp190
FBgn0000286	1506.68317540993	0.102065646209889	0.0940328215170503	1.08542575414886	0.277733130909816	0.629808371179436	Cf2
FBgn0000287	55.8955438455008	0.532176010896353	0.219395960766615	2.42564178956084	0.01528134509926	0.16322070608026	salr
FBgn0000289	5001.84667884857	-0.0789905096927414	0.0508154274620645	-1.55445921913597	0.120074916980504	0.442145095293013	cg
FBgn0000299	5715.18331069242	-0.27919911401899	0.214779965341451	-1.29993090172599	0.193624652782768	0.545659261100672	Col4a1
FBgn0000303	60.4230882505436	0.206227233854218	0.199753117899097	1.03241058774557	0.301879814085894	0.652602139707813	ChAT
FBgn0000307	5381.39673822402	-0.0800615647343943	0.0971878722316608	-0.82378143379409	0.410063758767386	0.733388212539833	chif
FBgn0000308	6512.19333567725	0.0309696796018384	0.05633832461871	0.549708920374131	0.58251903749395	0.829421744922193	chic
FBgn0000316	2030.62934120131	-0.0761696648876229	0.0926211501289247	-0.822378741589777	0.410861374447534	0.733708127348397	cin
FBgn0000317	1932.16445667029	0.140107516849101	0.0917215797580777	1.52753056825498	0.126629132000221	0.450391992875871	ck
FBgn0000318	1252.1456663187	-0.017480464448118	0.0534971257687391	-0.326755207815905	0.743853040300824	0.902987654057236	cl
FBgn0000319	13014.2035365431	-0.0657862332222275	0.08597426217708	-0.765185202598524	0.444161269800039	0.753757763482228	Chc
FBgn0000320	165.702530334532	-0.0529011051872909	0.215707012017617	-0.245245180916837	0.806266594991542	0.932544039324963	eya
FBgn0000326	563.201028779779	-0.0848240298343794	0.0799684956582296	-1.06071808824442	0.288818037118854	0.639954905800806	clt
FBgn0000330	613.219039111818	-0.0234482422177454	0.0758021951912045	-0.309334606453008	0.757067008834751	0.909101632777396	cm
FBgn0000337	3.22049763049385	-0.823275461979903	0.701558190688844	-1.17349561719399	0.240597113416138	NA	NA
FBgn0000339	1009.20216911104	0.0491416116747424	0.065154287687001	0.754234501201472	0.450708424208501	0.758349503775688	cni
FBgn0000346	398.620061708157	0.0060372722444536	0.105162134938415	0.0574091829534383	0.954219248129326	0.986838960214548	comt
FBgn0000351	1176.60972653583	-0.24547824608149	0.121279120487128	-2.02407673386404	0.0429622570904944	0.283460393901285	cort
FBgn0000352	2046.25475822384	-0.0510822069392146	0.107051799813978	-0.477172798850454	0.633239078977086	0.854167110123942	cos
FBgn0000355	5513.32473012628	-0.34900570565267	1.18876744561687	-0.293586190418904	0.769074129441414	0.915508105305564	Cp15
FBgn0000356	414.607848515726	-0.320790236701339	1.46232273227545	-0.219370341184653	0.826361571656829	0.940062426725091	Cp16
FBgn0000357	2130.17766205878	-0.0581880265330733	1.41617872776895	-0.0410880529357638	0.967225698937765	0.989597165664611	Cp18
FBgn0000358	979.985683058093	-0.0519100043734351	1.48960262069975	-0.0348482230442438	0.972200767533822	0.991723541593495	Cp19
FBgn0000359	4361.49357827962	-2.89897698911851	1.34257512492663	-2.15926612618935	0.0308295265107693	0.242290500231131	Cp36
FBgn0000360	3767.27794140786	-2.72381427417934	1.3955505584587	-1.95178473303585	0.0509637676049378	0.308330309276989	Cp38
FBgn0000370	3215.77056024728	0.0565072050996332	0.0692742914854686	0.815702389557986	0.41467037200914	0.736216203988886	crc
FBgn0000376	2489.63211300112	-0.105174497272215	0.0890957037597079	-1.18046654141564	0.237814710221259	0.591531592305172	NA
FBgn0000377	952.276212964554	-0.124253808672359	0.0549176539342561	-2.26254764672045	0.0236635885274595	0.208259135726377	crn
FBgn0000382	3394.32701261929	-0.0456984867332899	0.04777043609282	-0.956626953216332	0.338755579493387	0.683203221390596	csw
FBgn0000384	2434.64833817288	-0.0372745611531901	0.0973358329786756	-0.382947985469609	0.701758331085941	0.886269505186692	cta
FBgn0000394	412.778206290976	0.342741576224552	0.103776424936318	3.30269207514975	0.000957614801036657	0.0256867506706281	cv
FBgn0000395	292.649158679875	0.342256003476319	0.185021482921925	1.84981764318008	0.0643398370676298	0.342695952223376	cv-2
FBgn0000404	20626.1453011238	-0.111057376595096	0.103374176731401	-1.07432416979396	0.282677415921604	0.634128915890844	CycA
FBgn0000405	47070.9997643963	-0.14070161633607	0.0997408553680206	-1.41067184371855	0.158341396851549	0.499756234461215	CycB
FBgn0000406	5324.95595153026	0.15572851662256	0.169999825786718	0.916051036534218	0.359640127123711	0.698360268734573	Cyt-b5-r
FBgn0000411	27.7410816844687	0.0570770114736886	0.254297086810412	0.224450119305699	0.822407075758889	0.937827944039591	D
FBgn0000412	3808.86512364224	-0.202968798979128	0.0977047397050145	-2.07736901599576	0.037767513616739	0.264075018059523	D1
FBgn0000414	3093.4628533041	0.10839217751154	0.0818437283281527	1.32437976281996	0.18537695216734	0.535252416618571	Dab
FBgn0000416	25840.2234040331	0.121105532092552	0.0948494411572804	1.27681861500621	0.201666291992803	0.555031707858724	Sap-r
FBgn0000422	337.986429232336	0.200292223558649	0.267788178094332	0.747950208198111	0.454490191408809	0.761293252639807	Ddc
FBgn0000426	462.513834088361	-0.173161446537514	0.117612530410088	-1.47230440441795	0.140938694471453	0.473872478251081	SmF
FBgn0000427	7711.51713638937	-0.92086023256776	0.815074746420556	-1.12978623937469	0.258566307909281	0.612719440662267	dec-1
FBgn0000439	25.6123513899893	0.305893432247531	0.264194631167704	1.15783364293031	0.246931931215341	0.599411410738284	Dfd
FBgn0000442	114.922351342642	0.162004390655621	0.140358188011999	1.15422116051948	0.248409509329368	0.601423146462595	Pkg21D
FBgn0000447	1164.71357213638	0.00715747555222808	0.056229828322727	0.127289656855224	0.898711146350369	0.968183157974624	Dhod
FBgn0000448	20.6108850009685	0.58407563804211	0.293674494927459	1.98885380967926	0.0467173413882894	0.294723322537851	Hr3
FBgn0000449	4.96665007922193	-0.945310974827428	0.524080679209616	-1.80375085807987	0.0712703727778339	0.357120368203412	dib
FBgn0000451	59.5717332003745	0.753119231049485	0.260163607473515	2.89479085242987	0.00379411234181802	0.0663220444182271	ect
FBgn0000454	6524.5317085434	0.0128467323000855	0.0647785322949109	0.198317742699069	0.842796470709092	0.946723588246954	Dip-B
FBgn0000455	1040.666713633	-0.140725322928174	0.0716934139658012	-1.96287657601718	0.0496605171597205	0.304105517789331	Dip-C
FBgn0000459	63.2814337437979	-0.13344313352213	0.254757526573	-0.523804479173621	0.600414537671557	0.839029052634096	disco
FBgn0000463	2143.50973714595	-0.18955015315926	0.108239987858935	-1.7512026461634	0.0799110098302854	0.371441442026499	Dl
FBgn0000464	110.148371549235	0.137728101102577	0.169229056297527	0.813856107904029	0.415727387843501	0.736502728722853	Lar
FBgn0000473	892.573422061111	-0.21185063513492	0.170880595045403	-1.23975829484109	0.21506480813673	0.568717442723625	Cyp6a2
FBgn0000477	635.358635056948	0.372751223205304	0.205774986077039	1.81145060588536	0.0700711284626348	0.355496639827822	DNaseII
FBgn0000479	2066.48798122061	-0.0813687312734355	0.049758073370129	-1.63528701499691	0.101988894342164	0.409996125273575	dnc
FBgn0000482	606.395203532032	-0.0276008792654655	0.0803659646839627	-0.343439904865267	0.731267543296896	0.89725406942835	NA
FBgn0000489	826.310332279231	0.325562790860916	0.156815824280838	2.07608379035698	0.0378862020883498	0.264384119291505	Pka-C3
FBgn0000490	175.252634357653	0.041173675044099	0.192971888375071	0.213366181938748	0.831041356054581	0.941964811136267	dpp
FBgn0000492	93.3628968103803	0.941528727297256	0.262949251961525	3.58064805384965	0.000342743066444033	0.0129844533807534	Dr
FBgn0000499	1512.90207520584	-0.0578071564981569	0.0872963760320837	-0.662194229883166	0.507846751683882	0.794044070951582	dsh
FBgn0000500	34.6339404753401	0.0055410430348978	0.237466908814481	0.0233339586663281	0.981383883983754	0.993512404272554	Dsk
FBgn0000504	355.275812207877	0.297000186634871	0.155945172816879	1.90451670462175	0.0568429232132175	0.321282116551877	dsx
FBgn0000520	469.550757733948	-0.300306065403423	0.143885465292414	-2.08711883992675	0.0368773934458065	0.261048570340709	dwg
FBgn0000524	2091.08648889156	-0.0696803093274381	0.0994957249803493	-0.700334706251953	0.483718302247635	0.778570429002105	dx
FBgn0000527	165.2406798494	1.03585166695328	0.46806837661959	2.21303492971316	0.0268952375841543	0.22410593508111	e
FBgn0000529	8.1648087992712	-0.765049938591134	0.448251193478863	-1.70674378500502	0.0878696851069542	0.385667775475868	bsh
FBgn0000533	664.472980702867	-0.07162443122735	0.0976797567108858	-0.733257674252253	0.463401284873601	0.766798735174928	ea
FBgn0000535	114.473525850423	0.0720867559991838	0.243399637973027	0.296166241657156	0.767103128193629	0.915049728575559	eag
FBgn0000536	2926.19034069091	0.115562813973239	0.0840106560329742	1.37557328355918	0.168953782777416	0.516465481793571	eas
FBgn0000541	11771.7049316949	-0.188648697813924	0.105195199701885	-1.79332040196264	0.0729217069834566	0.358198724403706	E(bx)
FBgn0000542	88.8067687952466	0.0184031387597873	0.202361535718066	0.0909418812942144	0.927538771591285	0.97780545232186	ec
FBgn0000543	844.746740529131	-0.207557566810044	0.0621165728612542	-3.34142012750208	0.000833509944136566	0.0237952484259048	ecd
FBgn0000546	1875.96398644324	0.00347962123301761	0.073438364437498	0.0473815186336163	0.962209158469146	0.98873438473113	EcR
FBgn0000547	4175.14946578422	-0.00996238172646226	0.110643258723119	-0.0900405667858426	0.92825497810014	0.978033764894468	ed
FBgn0000551	0.465259094342087	2.18928880548956	1.83483979717344	1.19317708764664	0.232800026020502	NA	Edg78E
FBgn0000552	0	NA	NA	NA	NA	NA	Edg84A
FBgn0000557	1559.11157659166	0.613264387442512	0.124820277178141	4.91317918295658	8.96113099261794e-07	0.000162098276701925	eEF1alpha2
FBgn0000559	100527.405819978	0.00739489003698791	0.0553596606254506	0.133579034868365	0.893735463344904	0.967147447055598	eEF2
FBgn0000560	4.80075403862967	0.12738398085074	0.656223897207017	0.194116644323537	0.84608454922306	0.948615957535941	eg
FBgn0000562	3387.17331329725	-0.0156332305085188	0.0558753134946073	-0.279787790542375	0.779640319490646	0.920340290683504	egl
FBgn0000564	0.340727292313522	0.46779332415681	2.25193155706748	0.207729814295947	0.835439936996268	NA	Eh
FBgn0000565	1403.99752596813	-0.568711239688365	0.223781443115152	-2.5413690776662	0.0110419291281741	0.13578002688906	Eip71CD
FBgn0000566	1758.06501273403	0.00672993052841416	0.0606363399656134	0.11098840286585	0.911625543084053	0.971889373247933	Eip55E
FBgn0000567	226.194475651404	0.0817961502438588	0.152018233864712	0.538068020949732	0.590530089159464	0.83415426982616	Eip74EF
FBgn0000568	1116.9802544178	0.104793267810232	0.148568770216027	0.705351923273359	0.480591255100349	0.777716735182214	Eip75B
FBgn0000575	1542.49601954946	0.0621345235522753	0.0815573287300849	0.761850890897988	0.446149002856399	0.754852356437527	emc
FBgn0000576	14.5151710133715	0.39610826714606	0.350612165706713	1.12976190186568	0.258576565650517	0.612719440662267	ems
FBgn0000577	5.77882028308369	0.289732912382242	0.537000422100451	0.539539449985841	0.589514683788892	0.834074733103837	en
FBgn0000578	1702.23034993182	0.0604127857319731	0.0706767367383347	0.854776104839678	0.392675109091682	0.721711639060636	ena
FBgn0000579	18302.84168874	-0.121380698161458	0.107259689244601	-1.13165252497287	0.257780548264242	0.612063558186379	Eno
FBgn0000581	7699.50370009647	-0.040343286127683	0.0868702309966694	-0.464408643384749	0.642354998655755	0.858837772516609	E(Pc)
FBgn0000588	1164.63249858527	-0.0621838434595258	0.141764723462179	-0.438641165029434	0.660921564370747	0.867088054574853	esc
FBgn0000591	0.190199848519666	-0.944860176762259	3.51197247943006	-0.269039743988995	0.787899098531524	NA	E(spl)m8-HLH
FBgn0000592	2362.69404010762	0.382434015470489	0.207908690360957	1.83943256439418	0.0658515880971257	0.344596344789332	Est-6
FBgn0000594	10.1685808517389	0.244727934355183	0.615066088763993	0.397888842883496	0.690712124613103	0.880145373557344	Est-P
FBgn0000606	0.224985248657648	-0.944863052654285	2.7879066036979	-0.338914887392932	0.734673848971475	NA	eve
FBgn0000611	3258.89405915777	-0.0347034622657679	0.0602885261340647	-0.575622999782699	0.564870031549448	0.820614279736114	exd
FBgn0000615	6523.91349589258	0.154853339316183	0.0968790788361468	1.59841878325545	0.1099498071164	0.424867601587037	exu
FBgn0000617	304.958743908023	-0.31870171754917	0.207212076614067	-1.53804605772449	0.124037353768476	0.446391950077899	e(y)1
FBgn0000618	168.558760628185	-0.0891478836946698	0.102945483264321	-0.865971783004559	0.386505635883407	0.715184850298897	e(y)2
FBgn0000625	11.5411935179048	-0.0730541119027532	0.403158842611132	-0.181204290174078	0.856207227275974	0.952691992756667	eyg
FBgn0000629	1587.7786050054	-0.0650166880359769	0.112877816875495	-0.575991721275854	0.564620777368375	0.820614279736114	E(z)
FBgn0000633	60.502313237114	0.188641665579122	0.222864047492779	0.84644278743629	0.397305777660929	0.724611545738644	CG17716
FBgn0000635	1210.53289157437	0.102436026601716	0.115625097277884	0.885932457687184	0.375653924513281	0.708400680386388	Fas2
FBgn0000636	1246.75481117953	0.35618583108179	0.125638300559555	2.83500994119982	0.00458242597006202	0.0750870740302244	Fas3
FBgn0000639	0.346655013078135	0.0169292128598894	2.25367468410368	0.00751182634268368	0.994006486104329	NA	Fbp1
FBgn0000640	0.820780174347975	-0.519049248267882	1.46743068454237	-0.353712958121597	0.72355401045349	NA	Fbp2
FBgn0000644	194.510188618438	-1.16235421455022	1.0753924427805	-1.08086515053506	0.2797571025675	0.630948090790377	Fcp3C
FBgn0000658	7.25992802256311	-0.278514945474749	0.500791136771657	-0.556149909661324	0.5781083784446	0.826882098783086	fj
FBgn0000659	486.247766586706	-0.00392759268803623	0.133088879548268	-0.0295110508208297	0.976457005500554	0.992959560343822	fkh
FBgn0000662	2006.16275829103	0.0297172050743636	0.0633408320720834	0.469163478000174	0.638952788686037	0.857078082294157	fl(2)d
FBgn0000667	3372.54634099853	-0.0297093140904114	0.0654345705753466	-0.454030856001443	0.649806618298522	0.860456438480596	Actn
FBgn0000709	2313.78381388518	0.0225817060973591	0.0639140860420618	0.353313447719461	0.723853465003147	0.895653626756077	fliI
FBgn0000711	1612.13370167845	0.0430068039104756	0.0683176831683371	0.629512037235007	0.529013890720189	0.804127438677132	flw
FBgn0000715	74.5723704962663	0.996710749936083	0.183721974745701	5.42510361820179	5.79209295326183e-08	1.92749993310266e-05	NA
FBgn0000719	2064.77661060657	0.0131742380273112	0.0633530536833334	0.207949534574322	0.835268371472621	0.943060815569619	fog
FBgn0000721	8427.07917818344	-0.0291296252215165	0.0530490253346179	-0.54910764218146	0.582931580978574	0.829676344004388	for
FBgn0000723	600.72026496626	0.230997199686823	0.121303288052749	1.90429462708689	0.0568718235936762	0.321282116551877	FER
FBgn0000808	187.422105481856	-0.052409807803625	0.128006975224517	-0.409429312048826	0.682224632253294	0.877520606231332	gd
FBgn0000810	1303.81061522684	-0.0371089230603442	0.0566866869669868	-0.654632066995832	0.512704672865521	0.795424251361442	fs(1)K10
FBgn0000826	742.793342894137	-0.36901186422601	0.149029671560033	-2.4760966078984	0.0132827631169375	0.152258497774239	png
FBgn0000927	2841.79929686719	-0.426905420840707	0.186681678130498	-2.28680942402009	0.0222069491870838	0.202593585961301	fs(1)Ya
FBgn0000928	41.1834322474661	-0.0839067277798307	0.238940133940146	-0.351162135871445	0.725466714660425	0.896104736593361	fs(1)Yb
FBgn0000964	647.945733283998	-0.16563623087467	0.251226700243802	-0.659309821423952	0.509696836845144	0.794914499672557	tj
FBgn0000996	4954.75087839374	-0.110332144400168	0.118508644938314	-0.931005028853364	0.351850962850708	0.691966364144197	dup
FBgn0001075	21.9551723744674	0.0152295227152166	0.357704727602402	0.0425756819522514	0.966039780898665	0.9890738993164	ft
FBgn0001077	0.0518254987934297	0.257362870830094	3.95087700848185	0.0651406941490662	0.948061979973568	NA	ftz
FBgn0001078	2166.93812287531	-0.0962950398359775	0.0572040395424447	-1.68336083616137	0.0923052599718589	0.393655872423038	ftz-f1
FBgn0001079	874.151544658162	-0.0125643044818038	0.101710922360308	-0.123529550123389	0.90168777586877	0.969123246389436	NA
FBgn0001083	21.3292201126162	0.252561453097204	0.286606198625825	0.881214203698824	0.378201892929267	0.710688540286529	fw
FBgn0001084	277.682839093977	0.00659632704271771	0.137408556754228	0.0480052130560986	0.961712087980911	0.988444361056724	fy
FBgn0001085	2235.51697103389	-0.0895300058756178	0.0998836273896369	-0.896343156685423	0.370069516399243	0.704876347939673	fz
FBgn0001086	2758.9989758231	-0.181785964468484	0.140156890914445	-1.29701767271258	0.194625106130772	0.546548444494311	fzy
