baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000233	9.62584698072869	0.179839544839308	0.200725394507223	0.895948144881274	0.370280458940641	0.56860718331295
FBgn0000239	5003.94784105647	-0.0376270273731587	0.0374739764389881	-1.00408419251743	0.315338034030433	0.51333325502859
FBgn0000241	90.0374875217343	0.157347706567615	0.16925504429932	0.929648550322393	0.352553081197172	0.550346318563288
FBgn0000244	1195.13972688787	0.103373631905939	0.0555936979196963	1.85944874642554	0.0629635577444505	0.170701639145412
FBgn0000246	1743.64525335348	0.0413270687999121	0.0688016830543291	0.600669445357584	0.548060173796769	0.715735953038717
FBgn0000247	2305.2828152261	0.0152286139933222	0.033669756196818	0.452293562932346	0.651057512613921	0.789629345261377
FBgn0000250	7217.46588014107	0.203537547624145	0.0518764319778043	3.92350706986228	8.72692032070088e-05	0.000959184818878458
FBgn0000251	2266.37478204564	-0.0914974836665604	0.0679136649382586	-1.34726175873062	0.177895943708728	0.353332232890294
FBgn0000253	15925.1724227278	0.0280472595728515	0.0306926136551897	0.913811377810409	0.360815966852561	0.558950412274902
FBgn0000256	1139.1150022893	-0.06268984435083	0.0304237626978849	-2.06055526311307	0.0393454884875026	0.120524216408283
FBgn0000257	724.295514873793	-0.0260266210469208	0.0510455572934362	-0.509870445674759	0.610142228449287	0.760968501276864
FBgn0000259	3724.44596642513	-0.0331293444676549	0.0343264217164522	-0.965126652038316	0.334481379145921	0.532978583512023
FBgn0000261	7273.46539411479	0.0202162416716569	0.0579981423496116	0.34856705495486	0.727414364589879	0.842930030967392
FBgn0000273	3736.35820608032	0.0169975405176201	0.0282333045521877	0.602038648582602	0.547148411319427	0.715400048640012
FBgn0000274	19.368955723822	0.0369348262171515	0.152828384521154	0.241675172664272	0.809031868716333	0.89525747128632
FBgn0000276	838.786102953738	2.72956981972668	0.569625336564721	4.79186869774454	1.65235031502878e-06	3.9483821647709e-05
FBgn0000277	618.903953062112	2.70231407221225	0.544669683581736	4.96138146415987	6.99935790643269e-07	1.90883151382052e-05
FBgn0000278	95.9500112814084	3.26452248205136	0.690201795263611	4.72980873775405	2.24731454921071e-06	5.03871577875664e-05
FBgn0000279	164.45316432163	2.4194108015072	0.44501661957703	5.4366751601474	5.42839730513211e-08	2.36969683065732e-06
FBgn0000280	1.05708142134801	3.16147247431685	0.756873527595132	4.17701552379831	2.9535887512734e-05	0.000392773255470738
FBgn0000281	1.04251738413242	1.63927915622484	0.676667386502027	2.42257745670137	0.0154108400620897	0.0597194222481357
FBgn0000283	6824.16806241184	0.0113870076188024	0.0444815324091961	0.255994049711476	0.797955431912194	0.889207776809104
FBgn0000286	1536.01922067496	0.0544107365717233	0.047382785097475	1.14832288688372	0.250835294337721	0.441430600873249
FBgn0000287	61.9269229377995	0.290791993134996	0.115596482350904	2.51557821848133	0.0118837304526941	0.0491501861441524
FBgn0000289	4980.52965100457	-0.013842395414519	0.0258677852334176	-0.535121012085586	0.592566181117519	0.748806782760306
FBgn0000299	4422.59645996665	-0.88699176317553	0.162914887248645	-5.44451018660917	5.1948131363317e-08	2.29202576736578e-06
FBgn0000303	66.5779043420847	0.266432128290864	0.11993002538529	2.22156317765229	0.0263128406756882	0.089475392257634
FBgn0000307	5356.37788468616	-0.0148784528112393	0.0496297066613849	-0.299789255510867	0.764337911463274	0.867410486700099
FBgn0000308	6753.64629150219	0.102065168247557	0.0323196460689469	3.15799152100314	0.00158860178420166	0.010095466276763
FBgn0000316	1993.54146386106	-0.0554238678050882	0.0439284039700402	-1.26168635315975	0.207061669411719	0.389826251739161
FBgn0000317	1965.81339424579	0.0487211002035878	0.0709562138155751	0.686636132111285	0.492312053370931	0.673759068056329
FBgn0000318	1277.2494630434	0.0570620679744402	0.031165717907618	1.83092422717759	0.0671118536427045	0.178723828390164
FBgn0000319	12586.4937544639	-0.100215042636704	0.0394086026133904	-2.54297376691689	0.0109913480849203	0.0462490171120933
FBgn0000320	152.721088761508	-0.249243896039532	0.114280028098686	-2.1809926037496	0.0291839635456588	0.096302965501554
FBgn0000326	553.2236871782	-0.0545799036967779	0.0358915532329817	-1.52068937620184	0.128337805975481	0.281952729538057
FBgn0000330	617.166713364383	0.0143613834517661	0.0359052608573032	0.399979922408641	0.689171304793506	0.81763394789388
FBgn0000337	4.14967713307315	0.647557466496048	0.317079344403186	2.04225686070752	0.0411260588582815	0.125017551952561
FBgn0000339	1027.70839874963	0.0496803631046675	0.0303467112036569	1.63709216367014	0.101611213719929	0.239333638569304
FBgn0000346	423.623115340826	0.170670637448941	0.0680333631420745	2.50863149441148	0.0121199849001007	0.0497939120238921
FBgn0000351	1142.25916540688	-0.0885896242279813	0.0562023469554177	-1.57626200731892	0.114965433554838	0.261417810811056
FBgn0000352	2039.40195392836	-0.0132324105235587	0.0490764280489311	-0.269628639443064	0.787445965001142	0.88268827253644
FBgn0000355	3365.75918216988	-2.33718768876085	0.766149015081538	-3.05056541580506	0.00228410917551661	0.0134051709046708
FBgn0000356	314.247850604079	-0.961204199953247	0.987795128614935	-0.97308052257863	0.330513283568756	0.529661578052719
FBgn0000357	1598.64704909537	-1.02505759074663	0.923257818949935	-1.11026147811288	0.266886367649571	0.459976867458537
FBgn0000358	707.381705514251	-1.17824132365343	1.00598747521844	-1.17122862130822	0.241506893672545	0.430034039266449
FBgn0000359	2996.93988237414	-3.67044022419	2.88823123931687	-1.27082630165656	NA	NA
FBgn0000360	2553.5281419571	-3.13843676515558	2.88767321195705	-1.08683931137367	NA	NA
FBgn0000370	3237.48915030895	0.0131778452857731	0.0408019921927677	0.322970633970881	0.746717481951733	0.8555084644377
FBgn0000376	2460.29184542419	-0.0391748879566874	0.0444538414371379	-0.881248654564185	0.3781832501603	0.575237118010384
FBgn0000377	932.997980908477	-0.0600159512285108	0.0280710584651204	-2.13800100566508	0.0325166616133068	0.104022002493476
FBgn0000382	3492.16543150421	0.079333092840959	0.0237081380265898	3.34623886329594	0.000819157969475503	0.0059739536923851
FBgn0000384	2434.41182819596	-0.00115168235012851	0.0493368733248729	-0.0233432374715951	0.981376482584298	0.990162779790329
FBgn0000394	465.771084220175	0.331478563587527	0.0551215153280251	6.01359671654373	1.81451588890836e-09	1.54596753734992e-07
FBgn0000395	455.703103349692	1.06802953670915	0.180732467694581	5.90945030703621	3.43251202508646e-09	2.57001536714655e-07
FBgn0000404	20461.2817576484	-0.0238123911338923	0.047121032675089	-0.505345273268617	0.613316349697171	0.76295695392629
FBgn0000405	46393.0681516675	-0.0435510595955594	0.0462292540013665	-0.942067107426654	0.346158283461111	0.544076263852235
FBgn0000406	4796.1072415209	-0.365447992419351	0.161025219134329	-2.26950780991945	0.0232374628322249	0.0810490163267383
FBgn0000411	27.057332670674	-0.0515651750923765	0.125176760136649	-0.411938885749125	0.680384218130826	0.810920197178799
FBgn0000412	3662.37477829987	-0.11767246606426	0.0484814694457239	-2.42716376812788	0.0152173849416149	0.0591573213045279
FBgn0000414	3188.3423579283	0.0850148752696379	0.042368233076007	2.00657117603003	0.0447953430016457	0.133444855706991
FBgn0000416	25058.2189011092	-0.100169931300278	0.0518535207337198	-1.93178649941003	0.0533858631046691	0.150783939825122
FBgn0000422	773.68978641471	1.74030009603938	0.279700354197298	6.22201606084411	4.90806779176116e-10	5.13849741520486e-08
FBgn0000426	450.137833848788	-0.0810122923028156	0.0525573463214307	-1.54140758567527	0.123217618990159	0.274127582388695
FBgn0000427	4684.99961682259	-2.35610055314892	0.65761619125649	-3.58278975559769	0.000339944207670538	0.00294507064625654
FBgn0000439	23.8549847951544	-0.22279441602075	0.161627198364029	-1.37844631519848	0.16806553206821	0.339772350639227
FBgn0000442	113.451047124833	-0.0798952442200906	0.112807941936998	-0.708241306846208	0.478795418603178	0.661138870102091
FBgn0000447	1132.52884053485	-0.0838315157458968	0.034834145381771	-2.40659028166561	0.0161022235013369	0.0617593508647986
FBgn0000448	23.7406917219044	0.403204245758794	0.149330085182599	2.70008716104167	0.00693213122075418	0.0321832202559929
FBgn0000449	4.29591002369433	-0.469022753439008	0.310473198735675	-1.51067066448565	0.130872380105884	0.285754221249222
FBgn0000451	66.4719242239647	0.290869743392077	0.121616675480124	2.39169293391525	0.016770866892411	0.0634940396932131
FBgn0000454	6622.22245148239	0.0409416957529737	0.0470344335821943	0.870462183443257	0.384047876886531	0.580157431041355
FBgn0000455	968.666220048462	-0.216364111098022	0.0497263949053886	-4.35109183985053	1.35461294383932e-05	0.000211299094800391
FBgn0000459	65.0389017286021	0.0738983709721408	0.143074446330788	0.516502931636638	0.605503191925615	0.75773768568163
FBgn0000463	2183.72717798736	0.0515524783191107	0.0523838727255375	0.984128809819334	0.32505218320765	0.523081238940643
FBgn0000464	111.933404598303	0.044029555124466	0.0807236626055233	0.545435547686031	0.585453997454196	0.744181364805961
FBgn0000473	817.430151916745	-0.307377634590279	0.147096922047615	-2.08962655582135	0.0366513591178923	0.113976370088245
FBgn0000477	531.154954406938	-0.582679724225749	0.179405424215257	-3.24783783307817	0.00116285526005519	0.00788071972007494
FBgn0000479	2105.80792225502	0.0520782089156362	0.0314407652902869	1.65639126257925	0.0976426093745928	0.232692283220239
FBgn0000482	611.668929664327	0.0245761609967985	0.035222795618789	0.697734537110074	0.485343225035726	0.667252415100308
FBgn0000489	942.013436925115	0.354658056492005	0.088176379452103	4.02214355699027	5.76708889139501e-05	0.000679186045417483
FBgn0000490	185.586205346211	0.15893213238625	0.0981688596169654	1.61896688019368	0.105454389373917	0.245715489687924
FBgn0000492	95.4637451240761	0.0665041602102448	0.162186211776693	0.410048175376409	0.681770608204374	0.811738058380574
FBgn0000499	1505.39148494739	-0.0194329906450357	0.0411606014921956	-0.472126012267347	0.636836846485942	0.779455492592315
FBgn0000500	36.403399123459	0.151001121035774	0.15428228604052	0.978732717222734	0.327712061931855	0.526607025638156
FBgn0000504	332.64767546423	-0.230311003690895	0.106705585832967	-2.15837813824868	0.0308984440310211	0.100346839526613
FBgn0000520	469.001089465682	-0.00891869972559315	0.0787741753900071	-0.113218572983305	0.909857271231524	0.951445465447287
FBgn0000524	2107.39318352695	0.0184330035559618	0.0497951487597222	0.370176694217886	0.711250840435246	0.832348580594547
FBgn0000527	384.327626060338	1.84250559369976	0.319139255171346	5.77335932149907	7.77064861549072e-09	4.89788739774348e-07
FBgn0000529	8.40670141651382	0.113002925391187	0.274697200784679	0.411372686246498	0.680799278877658	0.811207011116375
FBgn0000533	662.627565398758	-0.00722178265788814	0.0394640471064689	-0.182996504094086	0.854800761630547	0.922062464451091
FBgn0000535	124.372678989833	0.231765371257936	0.144628187316151	1.60249101892778	0.109047071963127	0.251995422190884
FBgn0000536	2695.56541682729	-0.267136527198874	0.062178567450131	-4.29627986223912	1.7368828241981e-05	0.000257902048198838
FBgn0000541	11763.5434060408	-0.00328474953709099	0.0709754523822392	-0.0462800789123672	0.963087017018875	0.980548624382
FBgn0000542	87.1448826627238	-0.0521772565148747	0.101891963578057	-0.512084120107306	0.608592137852588	0.760219096688873
FBgn0000543	819.560636762536	-0.0918723547768062	0.0317490589193898	-2.89370324361639	0.00380727801386651	0.0201090690822176
FBgn0000546	1898.6351604897	0.0328177723790342	0.0385012714619997	0.852381522294008	0.394002372321487	0.589357707671588
FBgn0000547	4239.97650027289	0.0419004952963177	0.0493227267034773	0.849517009637743	0.395593669405188	0.590567699337054
FBgn0000551	1.04457852251312	1.74046711034862	0.680279934406645	2.55845722080087	0.0105137755168753	0.0446962087871566
FBgn0000552	0.0270540233390337	0.178861327513873	2.9741591338528	0.0601384524042502	0.952045364779808	NA
FBgn0000557	1655.99894886778	0.184748143315874	0.084711166378545	2.18091842213927	0.0291894508737675	0.096302965501554
FBgn0000559	98160.783949814	-0.0724875426809406	0.0299821828523294	-2.41768729908566	0.0156194931356952	0.0603198556418815
FBgn0000560	4.88068747043289	-0.0277869144500394	0.320905345298501	-0.0865891293402809	0.930998106974469	0.961989847236751
FBgn0000562	3477.0185045524	0.0721986441552939	0.0282553117954959	2.55522376386598	0.0106119554169067	0.0450361034766284
FBgn0000564	0.199020284510468	-0.902055065602116	1.58477522797009	-0.569200634690349	0.56921998999325	NA
FBgn0000565	1227.35747871823	-0.406179557839767	0.156183200201804	-2.60066100140695	0.00930443474660497	0.0407613428579992
FBgn0000566	1735.55835287208	-0.0396416458325369	0.0280699035738437	-1.4122473106561	0.157877154531882	0.325014892032473
FBgn0000567	253.976182307035	0.310981051538611	0.0908785704438042	3.42194039826924	0.000621759415635592	0.00477984805274555
FBgn0000568	1191.16104062371	0.179183116808647	0.0736942515096904	2.43143953752058	0.0150389581366362	0.0587575233459845
FBgn0000575	1555.10147729862	0.0224178751006747	0.0375426571643726	0.597130751894379	0.550420087919022	0.717230803606527
FBgn0000576	14.0951376197428	-0.0866941691266251	0.180196308403863	-0.481109573745111	0.630438624141975	0.775200434224143
FBgn0000577	6.29897393368659	0.282804777708542	0.243385394606753	1.16196281278702	0.245250570648677	0.434819969832628
FBgn0000578	1801.76887734929	0.157496948836358	0.048961245296425	3.21676762677966	0.00129643555973209	0.00859236314642181
FBgn0000579	17453.3177400038	-0.143371702073592	0.0584133588137945	-2.45443345469349	0.014110677856962	0.0560164891532481
FBgn0000581	7706.28339643719	-0.000412111525583921	0.0452447894807857	-0.00910848586794583	0.992732580243473	0.996038195105
FBgn0000588	1163.46021549509	-0.00854044692030935	0.0651732239080707	-0.131042265645106	0.895741872515036	0.945575761756258
FBgn0000591	0.228131476928707	0.359207799818456	1.57930589732728	0.227446627297698	0.820076466852493	NA
FBgn0000592	1946.67399120601	-0.735836789260964	0.171880208132186	-4.28110250305877	1.85969667506861e-05	0.000271889854719499
FBgn0000594	8.03206861098234	-0.885422517246692	0.377197918522953	-2.3473685133626	0.0189065449590009	0.0693296100989899
FBgn0000606	0.256876312377857	0.17887244729178	1.08734990579003	0.164503115638583	0.869335094236543	NA
FBgn0000611	3266.85039898389	0.00483823745765561	0.0292088411444653	0.165642910436808	0.868437976088074	0.930499181701151
FBgn0000615	6788.86074486038	0.113581409945444	0.0663837285743134	1.71098268182232	0.0870843098487503	0.214910020749393
FBgn0000617	286.823199314599	-0.186714581561937	0.102469210230728	-1.82215302666544	0.0684317697031781	0.181106701566637
FBgn0000618	163.924215491811	-0.0811024013980963	0.0493404064480469	-1.64373192757326	0.10023158789658	0.237033123444554
FBgn0000625	11.9680693458004	0.106676918754057	0.198482405729725	0.537462846451586	0.590947942139728	0.747932678741338
FBgn0000629	1575.59914677697	-0.0246272224751019	0.0460794272507169	-0.534451575127135	0.593029144258902	0.749032005743224
FBgn0000633	63.9031134293575	0.161851651503691	0.113235494966227	1.42933672477842	0.152907475392697	0.317909618142271
FBgn0000635	1210.22580042351	-0.0124420913873871	0.0661458562357429	-0.188100844035394	0.850797599463142	0.920058958663135
FBgn0000636	1421.96629999472	0.360572762094558	0.0975324992362653	3.69694988765844	0.000218205394849018	0.00204996916195039
FBgn0000639	0.874004725760259	1.77819154924031	0.770709944057114	2.30721241233724	0.021042981470849	0.075199593025996
FBgn0000640	1.25016188903004	1.07805795931653	0.641725005017265	1.67993759147273	0.0929694588503194	0.225072446528874
FBgn0000644	134.398723012104	-1.36314968574618	0.714412133600935	-1.90807185605225	0.0563819296728571	0.157091195123698
FBgn0000658	6.94770237298007	-0.113188250562089	0.245681720393495	-0.460710916468681	0.6450060219345	0.784909810380104
FBgn0000659	513.737019865072	0.148387926176978	0.0682281453058191	2.17487849789641	0.0296392226248978	0.0973578719244847
FBgn0000662	2028.24803882109	0.029899184522279	0.031343921657609	0.953906944028513	0.340130748183077	0.537474451656911
FBgn0000667	3422.80238112025	0.040413174450879	0.0329087995090789	1.22803551189188	0.21943363737367	0.404326778763212
FBgn0000709	2342.4350570687	0.0335927076143941	0.0350779365680794	0.957659169865854	0.338234651887837	0.536055277668035
FBgn0000711	1693.26328269708	0.13632203633078	0.0333965671223987	4.08191763635939	4.4665626945341e-05	0.000553459533884396
FBgn0000715	90.3228650438041	0.494662945693919	0.0940577475414315	5.25914088550786	1.44729975769146e-07	5.0724837695654e-06
FBgn0000719	2033.12528624026	-0.0478936015615216	0.0319673475554777	-1.49820379931131	0.134080308840494	0.290729976958575
FBgn0000721	8260.70843321589	-0.0595252293863826	0.028318198230053	-2.10201330264052	0.0355521105313403	0.111531430549563
FBgn0000723	663.21808476598	0.26781920040404	0.0615836290835212	4.34887005507287	1.36840760305285e-05	0.000212638317313539
FBgn0000808	181.375867662874	-0.107699587743393	0.0660144706262723	-1.63145423604337	0.102794508779538	0.241660011695988
FBgn0000810	1266.42419888348	-0.0872016351883275	0.0273150639737466	-3.19243752356355	0.00141077460373524	0.00920206412594778
FBgn0000826	719.36706055766	-0.102134143791688	0.0736265111669808	-1.38719249592111	0.165383073053022	0.33615374868329
FBgn0000927	2709.655281647	-0.145599303032341	0.093533313215608	-1.55665717407779	0.119551901576521	0.268276559151715
FBgn0000928	39.6046238066082	-0.12306473951216	0.122586292007052	-1.00390294458927	0.315425397127868	0.51340782030536
FBgn0000964	527.941315408426	-0.701113794847367	0.171929807303078	-4.07790717528952	4.54429012243377e-05	0.000560281039646176
FBgn0000996	4950.34704947774	-0.006769257055584	0.0527591940023146	-0.128304785233964	0.89790777833844	0.946307915171557
FBgn0001075	22.7764665718557	0.100617851373375	0.187598617081469	0.536346445078963	0.591719136971892	0.748448675965061
FBgn0001077	0.106614569560651	0.359189996635133	2.9741591338528	0.120770268324489	0.903873000136052	NA
FBgn0001078	2188.62448406891	0.02779064517715	0.0293064410146386	0.948277723769617	0.342988088241573	0.540537675996479
FBgn0001079	900.022361672031	0.0797855174806763	0.0471630557573189	1.69169525170758	0.0907040942518046	0.221268878414737
FBgn0001083	21.3936366339557	0.0250588228486653	0.152337263636984	0.164495687072205	0.869340941720703	0.930893387838993
FBgn0001084	282.719637880376	0.046173618595913	0.0627129677127926	0.736269072887363	0.461566963664837	0.647682674820013
FBgn0001085	2247.3697057824	0.0129491988125908	0.0502440627415466	0.257725950212285	0.796618417120035	0.888134999106661
FBgn0001086	2746.28413603058	-0.0162489123560911	0.0630851445961231	-0.257571135964229	0.796737908383446	0.888188063541698
FBgn0001087	2962.81407976618	0.00536936627353575	0.0325115704134623	0.165152473573298	0.868823972082175	0.930672968967587
FBgn0001089	750.843292219792	-0.885114608636639	0.143211633424226	-6.18046584256687	6.39127242544123e-10	6.31662236351207e-08
FBgn0001090	427.518493775418	-0.10017344732408	0.144888369112133	-0.69138363512501	0.489324485477856	0.670413074591708
FBgn0001091	6640.97928443079	-0.232133702238117	0.0784385408464267	-2.95943422370143	0.00308204488468246	0.0170665990611238
FBgn0001092	22324.6159509567	-0.109267354306141	0.0372793047351428	-2.93104592702171	0.00337822833369466	0.0183207343434872
FBgn0001098	4540.62363598952	-0.0615148113315473	0.0590354328319922	-1.04199814214306	0.297412540302194	0.49392744396117
FBgn0001099	34.2023877814336	-0.0579202322487246	0.120342266198194	-0.481295841257757	0.630306252358657	0.775114816010238
FBgn0001104	3891.01517380193	0.0513781462868163	0.0410524457233034	1.25152461398059	0.210743139211774	0.394059927303232
FBgn0001105	5892.62564281484	-0.0356409936362826	0.023948699251947	-1.48822252354206	0.136692219204551	0.294557068908604
FBgn0001108	3759.68402643121	-0.0254088528378712	0.0261820551360323	-0.970468235050922	0.331813150884891	0.530437327385086
FBgn0001112	336.79566047416	0.486948066531719	0.140448161590669	3.46710174783854	0.000526102703634585	0.0041721012921397
FBgn0001114	3069.88203930293	-0.898529388967992	0.20406811442074	-4.40308566342432	1.06722001364331e-05	0.000175324947454115
